Date,Price,%change,Label
2014/12/01,11.65,-2.83,Extremely High Point
2014/12/02,11.71,-4.01,Extremely High Point
2014/12/03,11.73,-2.9,Extremely High Point
2014/12/04,11.67,0.17,Little High Point
2014/12/05,11.72,-0.26,Little High Point
2014/12/08,11.68,0.77,Little Low Point
2014/12/09,11.69,1.03,Little Low Point
2014/12/10,11.52,2.69,Low Point
2014/12/11,11.56,2.16,Low Point
2014/12/12,11.4,3.77,Extremely Low Point
2014/12/15,11.32,4.51,Extremely Low Point
2014/12/16,11.24,5.25,Extremely Low Point
2014/12/17,11.39,3.16,Low Point
2014/12/18,11.69,-0.34,Little High Point
2014/12/19,11.69,-1.11,High Point
2014/12/22,11.77,-2.46,High Point
2014/12/23,11.81,-1.78,High Point
2014/12/24,11.83,-0.17,Little High Point
2014/12/25,11.81,-0.59,Little High Point
2014/12/26,11.83,-1.61,High Point
2014/12/27,11.83,-1.18,High Point
2014/12/29,11.83,-1.94,High Point
2014/12/30,11.75,-1.96,High Point
2014/12/31,11.65,-0.77,Little High Point
2015/01/05,11.56,-0.09,Little High Point
2015/01/06,11.48,1.31,Little Low Point
2015/01/07,11.6,0.09,Little High Point
2015/01/08,11.81,-1.1,Little High Point
2015/01/09,11.74,-0.77,Little High Point
2015/01/12,11.64,0.0,Little High Point
2015/01/13,11.69,-1.54,Little High Point
2015/01/14,11.6,-1.38,Little High Point
2015/01/15,11.52,0.35,Little Low Point
2015/01/16,11.56,-0.95,Little High Point
2015/01/19,11.55,0.17,Little Low Point
2015/01/20,11.63,0.26,Little Low Point
2015/01/21,11.61,0.0,Little High Point
2015/01/22,11.68,0.09,Little High Point
2015/01/23,11.65,-0.09,Little High Point
2015/01/26,11.64,-0.09,Little High Point
2015/01/27,11.51,1.74,Little Low Point
2015/01/28,11.44,2.71,Low Point
2015/01/29,11.56,2.77,Low Point
2015/01/30,11.45,3.76,Extremely Low Point
2015/02/02,11.57,3.03,Extremely Low Point
2015/02/03,11.66,2.83,Extremely Low Point
2015/02/04,11.61,5.0,Extremely Low Point
2015/02/05,11.69,3.85,Extremely Low Point
2015/02/06,11.64,4.38,Extremely Low Point
2015/02/09,11.63,5.07,Extremely Low Point
2015/02/10,11.71,3.33,Extremely Low Point
2015/02/11,11.75,2.64,Low Point
2015/02/12,11.88,1.68,Low Point
2015/02/13,11.88,0.51,Little Low Point
2015/02/16,11.92,0.67,Little Low Point
2015/02/17,11.99,-1.5,Little High Point
2015/02/24,12.19,-2.87,Little High Point
2015/02/25,12.14,-1.57,Little High Point
2015/02/26,12.15,-1.73,Little High Point
2015/03/02,12.22,-1.06,Little High Point
2015/03/03,12.1,-0.5,Little High Point
2015/03/04,12.06,0.83,Little Low Point
2015/03/05,12.08,0.58,Little Low Point
2015/03/06,11.94,2.68,Low Point
2015/03/09,12.0,1.92,Little Low Point
2015/03/10,11.81,2.79,Low Point
2015/03/11,11.84,0.84,Little Low Point
2015/03/12,11.95,-0.5,Little High Point
2015/03/13,11.94,-0.42,Little High Point
2015/03/16,12.09,-0.5,Little High Point
2015/03/17,12.04,-0.83,Little High Point
2015/03/18,12.16,-1.89,High Point
2015/03/19,12.15,-1.4,High Point
2015/03/20,12.26,-2.28,High Point
2015/03/23,12.23,-0.98,Little High Point
2015/03/24,12.14,0.25,Little High Point
2015/03/25,11.94,2.09,Little Low Point
2015/03/26,11.89,3.03,Low Point
2015/03/27,11.89,2.78,Low Point
2015/03/30,12.03,1.83,Little Low Point
2015/03/31,11.94,2.6,Low Point
2015/04/01,11.93,1.34,Little Low Point
2015/04/02,11.98,1.17,Little Low Point
2015/04/07,11.98,2.17,Low Point
2015/04/08,12.11,1.57,Little Low Point
2015/04/09,12.17,0.99,Little Low Point
2015/04/10,12.19,0.82,Little Low Point
2015/04/13,12.25,-0.24,Little High Point
2015/04/14,12.22,-0.08,Little High Point
2015/04/15,12.25,-1.39,High Point
2015/04/16,12.25,-1.8,High Point
2015/04/17,12.09,0.41,Little High Point
2015/04/20,12.12,-0.66,Little High Point
2015/04/21,12.24,-1.8,High Point
2015/04/22,12.3,-1.79,High Point
2015/04/23,12.29,-0.65,Little High Point
2015/04/24,12.29,-0.65,Little High Point
2015/04/27,12.22,-0.33,Little High Point
2015/04/28,12.21,-0.33,Little High Point
2015/04/29,12.08,1.41,Little Low Point
2015/04/30,12.03,1.83,Little Low Point
2015/05/04,12.14,1.15,Little Low Point
2015/05/05,12.04,2.33,Low Point
2015/05/06,12.02,2.5,Low Point
2015/05/07,12.08,2.07,Low Point
2015/05/08,12.21,0.82,Little Low Point
2015/05/11,12.21,0.9,Little Low Point
2015/05/12,12.18,0.9,Little Low Point
2015/05/13,12.17,1.81,Low Point
2015/05/14,12.25,1.06,Little Low Point
2015/05/15,12.25,0.65,Little Low Point
2015/05/18,12.28,0.81,Little Low Point
2015/05/19,12.32,0.49,Little Low Point
2015/05/20,12.32,0.81,Little Low Point
2015/05/21,12.33,0.41,Little High Point
2015/05/22,12.31,-0.08,Little High Point
2015/05/25,12.32,-0.08,Little High Point
2015/05/26,12.29,0.24,Little High Point
2015/05/27,12.39,0.32,Little High Point
2015/05/28,12.38,0.81,Little Low Point
2015/05/29,12.33,1.05,Little Low Point
2015/06/01,12.38,-0.16,Little High Point
2015/06/02,12.38,0.4,Little Low Point
2015/06/03,12.42,0.16,Little High Point
2015/06/04,12.38,0.65,Little Low Point
2015/06/05,12.3,1.54,Little Low Point
2015/06/08,12.31,1.62,Little Low Point
2015/06/09,12.32,1.14,Little Low Point
2015/06/10,12.43,0.08,Little High Point
2015/06/11,12.48,-0.4,Little High Point
2015/06/12,12.46,-2.57,High Point
2015/06/15,12.36,-1.7,Little High Point
2015/06/16,12.43,-1.29,Little High Point
2015/06/17,12.44,-1.45,Little High Point
2015/06/18,12.46,-1.77,High Point
2015/06/22,12.49,-2.72,High Point
2015/06/23,12.51,-3.04,High Point
2015/06/24,12.46,-4.17,Extremely High Point
2015/06/25,12.44,-3.22,High Point
2015/06/26,12.43,-0.64,Little High Point
2015/06/29,12.14,2.31,Low Point
2015/06/30,12.15,2.14,Low Point
2015/07/01,12.27,1.87,Little Low Point
2015/07/02,12.26,1.96,Low Point
2015/07/03,12.24,2.45,Low Point
2015/07/06,12.15,2.96,Low Point
2015/07/07,12.13,2.97,Low Point
2015/07/08,11.94,4.86,Extremely Low Point
2015/07/09,12.04,3.74,Extremely Low Point
2015/07/13,12.35,0.08,Little High Point
2015/07/14,12.42,0.64,Little Low Point
2015/07/15,12.41,1.45,Little Low Point
2015/07/16,12.5,1.12,Little Low Point
2015/07/17,12.5,1.76,Little Low Point
2015/07/20,12.54,1.36,Little Low Point
2015/07/21,12.51,1.52,Little Low Point
2015/07/22,12.49,2.4,Low Point
2015/07/23,12.52,1.28,Little Low Point
2015/07/24,12.49,1.36,Little Low Point
2015/07/27,12.36,3.4,Extremely Low Point
2015/07/28,12.5,2.56,Low Point
2015/07/29,12.59,2.22,Low Point
2015/07/30,12.64,2.06,Low Point
2015/07/31,12.72,1.89,Low Point
2015/08/03,12.71,3.15,Extremely Low Point
2015/08/04,12.7,3.23,Extremely Low Point
2015/08/05,12.79,1.72,Low Point
2015/08/06,12.68,0.71,Little Low Point
2015/08/07,12.66,-1.5,High Point
2015/08/10,12.78,-5.87,Extremely High Point
2015/08/11,12.82,-5.93,Extremely High Point
2015/08/12,12.87,-4.35,Extremely High Point
2015/08/13,12.9,-2.64,High Point
2015/08/14,12.96,-3.16,High Point
2015/08/17,13.11,-5.03,Extremely High Point
2015/08/18,13.11,-8.01,Extremely High Point
2015/08/19,13.01,-5.61,Extremely High Point
2015/08/20,12.77,-3.37,High Point
2015/08/21,12.47,-2.57,High Point
2015/08/24,12.03,1.33,Little Low Point
2015/08/25,12.06,3.57,Extremely Low Point
2015/08/26,12.31,0.41,Little Low Point
2015/08/27,12.56,-1.04,Little High Point
2015/08/28,12.55,-0.8,Little High Point
2015/08/31,12.45,-0.48,Little High Point
2015/09/01,12.06,3.9,Extremely Low Point
2015/09/02,12.28,2.77,Low Point
2015/09/03,12.34,2.35,Low Point
2015/09/04,12.15,2.72,Low Point
2015/09/07,12.19,3.77,Extremely Low Point
2015/09/08,12.49,-0.16,Little High Point
2015/09/09,12.36,1.7,Little Low Point
2015/09/10,12.43,0.48,Little Low Point
2015/09/11,12.45,0.72,Little Low Point
2015/09/14,12.39,-0.24,Little High Point
2015/09/15,12.53,-1.2,Little High Point
2015/09/16,12.62,-0.48,Little High Point
2015/09/17,12.63,0.71,Little Low Point
2015/09/18,12.48,1.04,Little Low Point
2015/09/21,12.65,0.24,Little High Point
2015/09/22,12.47,2.17,Low Point
2015/09/23,12.57,1.03,Little Low Point
2015/09/24,12.49,1.52,Little Low Point
2015/09/25,12.54,0.48,Little Low Point
2015/09/30,12.36,2.67,Low Point
2015/10/01,12.38,3.23,Low Point
2015/10/02,12.56,1.91,Little Low Point
2015/10/05,12.72,0.63,Little High Point
2015/10/06,12.61,0.95,Little Low Point
2015/10/07,12.68,1.74,Little Low Point
2015/10/08,12.74,2.28,Little Low Point
2015/10/12,12.7,3.62,Low Point
2015/10/13,12.68,3.39,Low Point
2015/10/14,12.6,5.16,Extremely Low Point
2015/10/15,12.69,4.41,Low Point
2015/10/16,12.78,3.13,Low Point
2015/10/19,12.8,3.59,Low Point
2015/10/20,12.8,3.28,Low Point
2015/10/21,12.73,3.69,Low Point
2015/10/22,12.9,2.87,Low Point
2015/10/23,13.03,1.53,Little Low Point
2015/10/26,13.16,-0.15,Little High Point
2015/10/27,13.11,0.53,Little High Point
2015/10/28,13.25,-0.45,Little High Point
2015/10/29,13.25,-1.28,High Point
2015/10/30,13.18,-1.97,High Point
2015/11/02,13.26,-1.28,High Point
2015/11/03,13.22,-0.61,Little High Point
2015/11/04,13.2,0.68,Little High Point
2015/11/05,13.27,-0.3,Little High Point
2015/11/06,13.23,0.3,Little High Point
2015/11/09,13.14,1.07,Little Low Point
2015/11/10,13.18,0.15,Little High Point
2015/11/11,13.19,0.23,Little High Point
2015/11/12,13.08,1.3,Little Low Point
2015/11/13,12.92,3.1,Low Point
2015/11/16,13.09,1.45,Little Low Point
2015/11/17,13.14,2.28,Low Point
2015/11/18,13.29,0.9,Little Low Point
2015/11/19,13.23,-0.38,Little High Point
2015/11/20,13.27,0.98,Little Low Point
2015/11/23,13.28,0.9,Little Low Point
2015/11/24,13.2,1.36,Little Low Point
2015/11/25,13.22,0.15,Little High Point
2015/11/26,13.25,-0.08,Little High Point
2015/11/27,13.32,-2.55,High Point
2015/11/30,13.28,-1.66,High Point
2015/12/01,13.44,-1.56,High Point
2015/12/02,13.41,-0.67,Little High Point
2015/12/03,13.18,0.46,Little High Point
2015/12/04,13.4,-2.39,High Point
2015/12/07,13.4,-2.01,High Point
2015/12/08,13.38,-1.27,High Point
2015/12/09,13.24,0.68,Little High Point
2015/12/10,13.24,0.45,Little High Point
2015/12/11,12.98,2.47,Low Point
2015/12/14,13.06,1.99,Little Low Point
2015/12/15,13.23,1.89,Little Low Point
2015/12/16,13.32,0.68,Little High Point
2015/12/17,13.24,0.45,Little High Point
2015/12/18,13.08,-0.08,Little High Point
2015/12/21,13.13,-0.23,Little High Point
2015/12/22,13.21,-1.29,High Point
2015/12/23,13.33,-4.05,Extremely High Point
2015/12/24,13.3,-5.19,Extremely High Point
2015/12/25,13.3,-4.74,Extremely High Point
2015/12/28,13.32,-4.05,Extremely High Point
2015/12/29,13.48,-7.27,Extremely High Point
2015/12/30,13.41,-5.82,Extremely High Point
2015/12/31,13.3,-6.69,Extremely High Point
2016/01/04,13.07,-4.97,Extremely High Point
2016/01/05,13.1,-4.73,Extremely High Point
2016/01/06,13.04,-5.6,Extremely High Point
2016/01/07,12.79,-3.6,High Point
2016/01/08,12.61,-0.48,Little High Point
2016/01/11,12.67,-1.97,High Point
2016/01/12,12.78,-1.88,High Point
2016/01/13,12.5,-0.16,Little High Point
2016/01/14,12.63,-1.03,Little High Point
2016/01/15,12.41,2.58,Low Point
2016/01/18,12.42,2.66,Low Point
2016/01/19,12.48,2.56,Low Point
2016/01/20,12.31,2.44,Low Point
2016/01/21,12.33,2.11,Low Point
2016/01/22,12.55,-0.32,Little High Point
2016/01/25,12.42,-1.69,High Point
2016/01/26,12.54,-2.79,High Point
2016/01/27,12.48,-0.88,Little High Point
2016/01/28,12.5,0.56,Little Low Point
2016/01/29,12.73,-1.41,Little High Point
2016/01/30,12.75,-1.1,Little High Point
2016/02/01,12.8,-0.7,Little High Point
2016/02/02,12.61,-0.4,Little High Point
2016/02/03,12.59,-0.32,Little High Point
2016/02/04,12.51,1.68,Low Point
2016/02/05,12.21,3.77,Extremely Low Point
2016/02/15,12.19,4.92,Extremely Low Point
2016/02/16,12.37,3.23,Extremely Low Point
2016/02/17,12.57,1.27,Little Low Point
2016/02/18,12.55,1.67,Low Point
2016/02/19,12.61,0.4,Little Low Point
2016/02/22,12.71,-0.71,Little High Point
2016/02/23,12.56,1.19,Little Low Point
2016/02/24,12.55,0.56,Little Low Point
2016/02/25,12.72,0.39,Little Low Point
2016/02/26,12.67,0.71,Little Low Point
2016/03/01,12.79,-0.47,Little High Point
2016/03/02,12.77,0.08,Little High Point
2016/03/03,12.73,0.47,Little High Point
2016/03/04,12.76,-0.24,Little High Point
2016/03/07,12.66,0.63,Little Low Point
2016/03/08,12.62,0.95,Little Low Point
2016/03/09,12.71,0.31,Little High Point
2016/03/10,12.62,1.03,Little Low Point
2016/03/11,12.77,-0.08,Little High Point
2016/03/14,12.76,-0.16,Little High Point
2016/03/15,12.73,1.02,Little Low Point
2016/03/16,12.78,0.39,Little High Point
2016/03/17,12.79,-0.16,Little High Point
2016/03/18,12.73,1.18,Little Low Point
2016/03/21,12.74,0.94,Little Low Point
2016/03/22,12.74,0.0,Little High Point
2016/03/23,12.75,0.08,Little High Point
2016/03/24,12.75,-0.55,Little High Point
2016/03/25,12.76,0.0,Little High Point
2016/03/28,12.74,1.02,Little Low Point
2016/03/29,12.86,0.23,Little High Point
2016/03/30,12.83,0.23,Little High Point
2016/03/31,12.77,1.49,Little Low Point
2016/04/01,12.88,0.54,Little High Point
2016/04/06,12.86,0.47,Little High Point
2016/04/07,12.74,1.02,Little Low Point
2016/04/08,12.76,0.39,Little High Point
2016/04/11,12.68,1.26,Little Low Point
2016/04/12,12.76,0.63,Little High Point
2016/04/13,12.87,-0.16,Little High Point
2016/04/14,12.89,-1.24,High Point
2016/04/15,12.86,-1.17,High Point
2016/04/18,12.96,-2.31,High Point
2016/04/19,12.95,-2.24,High Point
2016/04/20,12.92,-2.01,High Point
2016/04/21,12.87,-1.09,High Point
2016/04/22,12.81,-0.08,Little High Point
2016/04/25,12.84,1.09,Little Low Point
2016/04/26,12.84,0.23,Little High Point
2016/04/27,12.85,0.31,Little High Point
2016/04/28,12.73,0.94,Little Low Point
2016/04/29,12.71,2.05,Low Point
2016/05/03,12.66,1.5,Little Low Point
2016/05/04,12.66,1.82,Low Point
2016/05/05,12.66,1.82,Low Point
2016/05/06,12.73,1.65,Little Low Point
2016/05/09,12.8,0.55,Little Low Point
2016/05/10,12.98,0.92,Little Low Point
2016/05/11,12.87,1.86,Low Point
2016/05/12,12.89,1.63,Little Low Point
2016/05/13,12.85,2.33,Low Point
2016/05/16,12.97,1.85,Low Point
2016/05/17,12.85,2.65,Low Point
2016/05/18,12.89,2.4,Low Point
2016/05/19,12.89,2.72,Low Point
2016/05/20,12.94,2.09,Low Point
2016/05/23,12.87,2.33,Low Point
2016/05/24,13.1,0.38,Little High Point
2016/05/25,13.11,0.46,Little Low Point
2016/05/26,13.1,0.46,Little Low Point
2016/05/27,13.15,-1.83,High Point
2016/05/30,13.21,-2.73,High Point
2016/05/31,13.19,-2.5,High Point
2016/06/01,13.2,-2.8,High Point
2016/06/02,13.24,-3.32,High Point
2016/06/03,13.21,-2.35,High Point
2016/06/04,13.17,-1.67,Little High Point
2016/06/06,13.15,-1.83,High Point
2016/06/07,13.17,-0.84,Little High Point
2016/06/08,13.16,-3.65,Extremely High Point
2016/06/13,12.91,-3.33,Extremely High Point
2016/06/14,12.85,-1.56,Little High Point
2016/06/15,12.86,-0.23,Little High Point
2016/06/16,12.83,1.17,Little Low Point
2016/06/17,12.8,1.48,Little Low Point
2016/06/20,12.9,0.62,Little Low Point
2016/06/21,12.95,0.15,Little High Point
2016/06/22,12.91,0.62,Little Low Point
2016/06/23,13.06,-0.54,Little High Point
2016/06/24,12.68,3.86,Extremely Low Point
2016/06/27,12.48,6.01,Extremely Low Point
2016/06/28,12.65,4.58,Extremely Low Point
2016/06/29,12.83,3.12,Extremely Low Point
2016/06/30,12.98,1.54,Little Low Point
2016/07/01,12.99,1.77,Little Low Point
2016/07/04,12.98,1.62,Little Low Point
2016/07/05,12.97,2.54,Low Point
2016/07/06,12.99,2.0,Low Point
2016/07/07,12.99,2.39,Low Point
2016/07/11,13.17,1.14,Little Low Point
2016/07/12,13.23,0.91,Little Low Point
2016/07/13,13.23,0.68,Little Low Point
2016/07/14,13.23,0.53,Little Low Point
2016/07/15,13.18,0.76,Little Low Point
2016/07/18,13.22,-0.23,Little High Point
2016/07/19,13.19,-0.45,Little High Point
2016/07/20,13.3,-1.2,Little High Point
2016/07/21,13.25,-0.53,Little High Point
2016/07/22,13.3,-1.2,Little High Point
2016/07/25,13.32,-1.95,High Point
2016/07/26,13.35,-2.17,High Point
2016/07/27,13.32,-2.4,High Point
2016/07/28,13.3,-1.65,High Point
2016/07/29,13.28,-1.36,Little High Point
2016/08/01,13.19,-0.53,Little High Point
2016/08/02,13.13,-1.07,Little High Point
2016/08/03,13.14,-0.84,Little High Point
2016/08/04,13.18,-1.06,Little High Point
2016/08/05,13.14,-0.23,Little High Point
2016/08/08,13.06,0.92,Little Low Point
2016/08/09,13.06,0.84,Little Low Point
2016/08/10,13.0,0.85,Little Low Point
2016/08/11,13.08,-0.38,Little High Point
2016/08/12,13.1,-0.61,Little High Point
2016/08/15,13.12,-0.15,Little High Point
2016/08/16,12.99,0.62,Little Low Point
2016/08/17,13.03,0.08,Little High Point
2016/08/18,13.04,0.31,Little Low Point
2016/08/19,13.11,0.38,Little Low Point
2016/08/22,13.18,-0.46,Little High Point
2016/08/23,13.17,-0.38,Little High Point
2016/08/24,13.11,-0.15,Little High Point
2016/08/25,13.03,0.08,Little High Point
2016/08/26,13.02,-1.38,High Point
2016/08/29,13.1,-1.98,High Point
2016/08/30,13.07,-0.46,Little High Point
2016/08/31,13.04,-1.15,Little High Point
2016/09/01,13.08,-1.61,Little High Point
2016/09/02,13.16,-1.75,Little High Point
2016/09/05,13.12,-1.68,Little High Point
2016/09/06,13.12,-0.23,Little High Point
2016/09/07,13.09,0.69,Little Low Point
2016/09/08,13.04,0.46,Little Low Point
2016/09/09,12.84,1.4,Little Low Point
2016/09/10,12.84,1.71,Little Low Point
2016/09/12,13.01,0.46,Little Low Point
2016/09/13,12.89,1.47,Little Low Point
2016/09/14,12.87,1.4,Little Low Point
2016/09/19,12.93,1.16,Little Low Point
2016/09/20,12.9,1.63,Little Low Point
2016/09/21,13.09,-0.23,Little High Point
2016/09/22,13.18,-1.52,Little High Point
2016/09/23,13.1,-0.53,Little High Point
2016/09/26,13.02,0.0,Little High Point
2016/09/29,13.06,-0.38,Little High Point
2016/09/30,13.07,-0.54,Little High Point
2016/10/03,13.08,0.08,Little High Point
2016/10/04,13.05,0.08,Little High Point
2016/10/05,13.08,-0.23,Little High Point
2016/10/06,13.11,0.0,Little High Point
2016/10/07,13.06,1.23,Little Low Point
2016/10/11,12.98,1.08,Little Low Point
2016/10/12,13.03,-0.08,Little High Point
2016/10/13,13.02,-0.23,Little High Point
2016/10/14,13.01,-0.08,Little High Point
2016/10/17,13.0,-0.15,Little High Point
2016/10/18,13.09,-1.76,High Point
2016/10/19,13.06,-2.22,High Point
2016/10/20,13.05,-2.76,High Point
2016/10/21,13.11,-3.36,Extremely High Point
2016/10/24,13.22,-2.27,High Point
2016/10/25,13.12,-0.99,High Point
2016/10/26,13.02,-1.31,High Point
2016/10/27,12.99,-1.69,High Point
2016/10/28,13.0,-2.08,High Point
2016/10/31,12.98,-2.93,Extremely High Point
2016/11/01,12.86,-1.71,High Point
2016/11/02,12.77,-0.47,Little High Point
2016/11/03,12.69,1.02,Little Low Point
2016/11/04,12.67,1.42,Little Low Point
2016/11/07,12.92,-0.08,Little High Point
2016/11/08,12.99,-0.62,Little High Point
2016/11/09,12.85,0.08,Little High Point
2016/11/10,12.77,0.78,Little Low Point
2016/11/11,12.73,1.65,Little Low Point
2016/11/14,12.6,1.98,Little Low Point
2016/11/15,12.64,1.98,Little Low Point
2016/11/16,12.71,1.02,Little Low Point
2016/11/17,12.82,-0.94,High Point
2016/11/18,12.85,-1.32,High Point
2016/11/21,12.91,-0.93,High Point
2016/11/22,12.91,-0.77,Little High Point
2016/11/23,12.86,0.47,Little High Point
2016/11/24,12.87,0.39,Little High Point
2016/11/25,12.94,0.23,Little High Point
2016/11/28,12.85,0.39,Little High Point
2016/11/29,12.89,0.78,Little Low Point
2016/11/30,12.84,0.47,Little High Point
2016/12/01,12.7,1.97,Little Low Point
2016/12/02,12.68,1.89,Little Low Point
2016/12/05,12.79,1.09,Little Low Point
2016/12/06,12.81,1.17,Little Low Point
2016/12/07,12.92,0.15,Little High Point
2016/12/08,12.92,-0.08,Little High Point
2016/12/09,12.97,0.0,Little High Point
2016/12/12,12.9,0.78,Little Low Point
2016/12/13,12.99,0.38,Little High Point
2016/12/14,12.9,0.7,Little Low Point
2016/12/15,12.95,0.46,Little High Point
2016/12/16,12.92,0.39,Little High Point
2016/12/19,12.93,0.7,Little Low Point
2016/12/20,12.96,1.08,Little Low Point
2016/12/21,12.94,0.46,Little High Point
2016/12/22,12.91,1.39,Little Low Point
2016/12/23,12.97,1.31,Little Low Point
2016/12/26,13.0,1.0,Little Low Point
2016/12/27,13.04,0.92,Little Low Point
2016/12/28,12.99,1.0,Little Low Point
2016/12/29,13.01,0.54,Little High Point
2016/12/30,12.97,1.0,Little Low Point
2017/01/03,13.02,0.0,Little High Point
2017/01/04,13.1,-0.31,Little High Point
2017/01/05,13.0,0.23,Little Low Point
2017/01/06,13.09,-0.61,Little High Point
2017/01/09,13.14,-1.29,Little High Point
2017/01/10,13.13,-0.76,Little High Point
2017/01/11,13.16,-0.38,Little High Point
2017/01/12,13.12,-0.08,Little High Point
2017/01/13,13.08,-0.46,Little High Point
2017/01/16,13.1,-0.23,Little High Point
2017/01/17,13.02,-0.15,Little High Point
2017/01/18,13.06,-0.23,Little High Point
2017/01/19,13.03,0.54,Little Low Point
2017/01/20,13.01,0.92,Little Low Point
2017/01/23,12.97,1.39,Little Low Point
2017/01/24,13.03,1.46,Little Low Point
2017/01/25,13.11,0.53,Little Low Point
2017/01/26,13.11,0.69,Little Low Point
2017/02/02,13.02,1.84,Low Point
2017/02/03,13.07,1.38,Little Low Point
2017/02/06,13.0,2.0,Low Point
2017/02/07,13.03,1.92,Low Point
2017/02/08,13.1,1.6,Low Point
2017/02/09,13.13,1.52,Low Point
2017/02/10,13.15,1.29,Little Low Point
2017/02/13,13.22,0.38,Little Low Point
2017/02/14,13.18,1.97,Low Point
2017/02/15,13.2,1.36,Little Low Point
2017/02/16,13.26,1.66,Low Point
2017/02/17,13.25,1.36,Little Low Point
2017/02/18,13.26,0.75,Little Low Point
2017/02/20,13.28,0.68,Little Low Point
2017/02/21,13.31,0.9,Little Low Point
2017/02/22,13.33,1.2,Little Low Point
2017/02/23,13.32,1.35,Little Low Point
2017/02/24,13.27,1.66,Low Point
2017/03/01,13.44,0.52,Little Low Point
2017/03/02,13.38,0.67,Little Low Point
2017/03/03,13.48,-0.07,Little High Point
2017/03/06,13.43,-0.3,Little High Point
2017/03/07,13.36,-1.12,High Point
2017/03/08,13.37,-1.05,Little High Point
2017/03/09,13.43,-1.56,High Point
2017/03/10,13.49,-1.7,High Point
2017/03/13,13.5,-2.52,High Point
2017/03/14,13.49,-2.22,High Point
2017/03/15,13.51,-2.0,High Point
2017/03/16,13.47,-1.41,High Point
2017/03/17,13.47,-1.56,High Point
2017/03/20,13.39,-1.27,High Point
2017/03/21,13.21,0.68,Little Low Point
2017/03/22,13.23,0.6,Little Low Point
2017/03/23,13.22,0.68,Little Low Point
2017/03/24,13.26,0.23,Little High Point
2017/03/27,13.16,0.46,Little High Point
2017/03/28,13.19,-0.91,Little High Point
2017/03/29,13.24,-0.38,Little High Point
2017/03/30,13.28,-0.9,Little High Point
2017/03/31,13.26,-0.45,Little High Point
2017/04/05,13.22,0.68,Little High Point
2017/04/06,13.3,-0.23,Little High Point
2017/04/07,13.31,0.83,Little Low Point
2017/04/10,13.31,1.05,Little Low Point
2017/04/11,13.29,1.05,Little Low Point
2017/04/12,13.22,2.04,Little Low Point
2017/04/13,13.07,3.52,Extremely Low Point
2017/04/17,13.19,2.81,Low Point
2017/04/18,13.16,2.81,Low Point
2017/04/19,13.2,3.18,Low Point
2017/04/20,13.31,2.7,Low Point
2017/04/21,13.27,3.01,Low Point
2017/04/24,13.42,2.31,Low Point
2017/04/25,13.45,2.3,Low Point
2017/04/26,13.43,2.16,Low Point
2017/04/27,13.49,1.7,Little Low Point
2017/04/28,13.53,1.85,Little Low Point
2017/05/02,13.56,1.77,Low Point
2017/05/03,13.53,0.37,Little High Point
2017/05/04,13.62,-0.07,Little High Point
2017/05/05,13.67,0.22,Little High Point
2017/05/08,13.67,0.37,Little High Point
2017/05/09,13.73,0.36,Little High Point
2017/05/10,13.76,0.58,Little Low Point
2017/05/11,13.72,1.38,Little Low Point
2017/05/12,13.72,1.46,Little Low Point
2017/05/15,13.78,0.65,Little Low Point
2017/05/16,13.8,1.23,Little Low Point
2017/05/17,13.58,3.53,Extremely Low Point
2017/05/18,13.61,3.16,Low Point
2017/05/19,13.7,2.41,Low Point
2017/05/22,13.72,2.84,Low Point
2017/05/23,13.78,2.61,Low Point
2017/05/24,13.84,1.59,Little Low Point
2017/05/25,13.91,0.58,Little Low Point
2017/05/26,13.92,1.15,Little Low Point
2017/05/31,13.87,1.59,Little Low Point
2017/06/01,13.97,0.36,Little High Point
2017/06/02,14.06,0.5,Little Low Point
2017/06/05,14.04,1.78,Low Point
2017/06/06,14.03,1.57,Little Low Point
2017/06/07,14.11,1.35,Little Low Point
2017/06/08,14.14,1.13,Little Low Point
2017/06/09,14.06,1.85,Low Point
2017/06/12,13.99,2.07,Low Point
2017/06/13,14.08,0.71,Little Low Point
2017/06/14,14.09,1.7,Low Point
2017/06/15,14.02,1.0,Little Low Point
2017/06/16,14.13,0.5,Little Low Point
2017/06/19,14.29,-0.77,Little High Point
2017/06/20,14.25,0.21,Little High Point
2017/06/21,14.3,-0.42,Little High Point
2017/06/22,14.3,0.28,Little High Point
2017/06/23,14.32,0.42,Little Low Point
2017/06/26,14.28,0.98,Little Low Point
2017/06/27,14.18,2.47,Low Point
2017/06/28,14.33,1.19,Little Low Point
2017/06/29,14.16,3.04,Low Point
2017/06/30,14.2,2.68,Low Point
2017/07/03,14.18,2.82,Low Point
2017/07/05,14.28,2.8,Low Point
2017/07/06,14.24,3.3,Low Point
2017/07/07,14.34,2.65,Low Point
2017/07/10,14.38,2.43,Low Point
2017/07/11,14.42,2.15,Low Point
2017/07/12,14.53,1.65,Little Low Point
2017/07/13,14.5,0.9,Little Low Point
2017/07/14,14.59,0.27,Little Low Point
2017/07/17,14.58,-0.21,Little High Point
2017/07/18,14.58,0.34,Little Low Point
2017/07/19,14.68,-0.41,Little High Point
2017/07/20,14.71,-0.82,Little High Point
2017/07/21,14.72,-0.88,Little High Point
2017/07/24,14.73,-0.48,Little High Point
2017/07/25,14.73,-0.75,Little High Point
